Comment,Polarity,Sentiment
Wasn&#39;t overly impressed by the first one.<br><br>The Joker isnt actually insane he&#39;s just chaotic.<br><br>Part of the bid to push stereotypes over archetypes.<br><br>Godfather part II is the best sequel.<br><br>Edit; props for the success you&#39;ve had with you&#39;re own film.,0.35833333333333334,Positive
"It&#39;s not just this movie, nor woke movies. Cinema is failing, the issue is just being hidden by the cultural movement of woke.<br>Cinema viewers are just not showing up, instead people prefer to stay at home and watch streamed movies on a large screen in the comfort of your own home.<br>Streaming is the new form of cinema, yes there will always be diehards who go but the popcorn is just not enough to bring crowds.<br>Now woke certainly has sped up the death no doubt.<br>It&#39;s like music cds are now not really worth anything and diehard fans will buy vynil.<br>I see it in the same way.",0.10536315536315537,Positive
Jack Nicholson is simply the best. I really find this Joker way too mentally problematic.,0.27499999999999997,Positive
Boring,-1.0,Negative
Contempt for the audience.     Ruined Dennis days career,0.0,Neutral
I saw the advertising &amp; immediately thought it was not something I&#39;d ever consider  watching.,0.0,Neutral
Alien  Alien 2,-0.25,Negative
As soon as I heard it was a musical I lost all interest. Super hero/comic book movies are dead. I&#39;ll spend my money on Terrifier 3 instead.,0.04444444444444443,Positive
Lord of the rings and the hobbits collection comes to mind,0.0,Neutral
The way Matt describes this movie sounds terrible! I would be so disappointed if I paid for it! Thank you for saving me the $$ I didn’t spend!,-1.0,Negative
Alien and Aliens.  Terminator and Terminator 2.  I think that is the list of good unplanned sequels.,0.22499999999999998,Positive
"I really dislike Joaquin Phoenix.<br>  Just like Barbie, I will not watch it.<br>  I was dragged to Black Panther, and it was most pathetic exercise. Even though it was a comic book movie, nothing made any sense.",-0.043333333333333335,Negative
Thanks,0.2,Positive
"Je parle francais, so I can easily pronounce the title of this movie.  French is a good White language and I am proud I learned it in high school.",0.34888888888888886,Positive
Sequels are almost universally terrible. You can remember the rare exceptions like T2 and Aliens because they are so rare. People really need to stop funding sequels.,-0.04999999999999999,Negative
It&#39;s official. Hollywood deliberately makes crappy movies because they hate the fans.,-0.8,Negative
if the jokers a flop what would matt(the dumbest man on the planet)walshs film am i racist we already know the answer yes matt your&quot;e a racist mysogynistic peice of crap,-0.8,Negative
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=180"">3:00</a> wasn&#39;t empire strikes back an exception to this rule?",0.0,Neutral
As soon as I heard gaga was casted as Harley Quinn I knew the direction this film was going to take. Go woke go broke.,0.0,Neutral
"they had so much money, why a court room drama? Where did the money go?",0.2,Positive
Good on you Matt for taking the time to review the movie.,0.7,Positive
Terminator 2 is the best sequel ever.,1.0,Positive
Just stay home and watch Gladiator and you are guaranteed a good night.,0.7,Positive
How do you screw up a sequel so bad?.....go woke,0.0,Neutral
“Sequels always suck”<br>- Matt “Never seen shrek 2” Walsh.,0.0,Neutral
Yup. It&#39;s no Gremlins 2.,0.0,Neutral
"Joker 2 was bad but hollywood not making stories worth telling is not true, you just need to watch the right movies. Three billboards, the whale, four good days, and many others.",0.1517857142857143,Positive
Matt Walsh&#39;s head looks like a GI Joe with Kung Fu grip. I&#39;ve seen spray on beards that look more real. Matt Walsh is the most generic human claiming to be a man.,0.24,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=238"">3:58</a>  I’m stopping at this point because I want to experience my own unbiased reaction.",0.6,Positive
"Speaking just for me, enough with the comic book movies already,(jezzzzzz)",0.125,Positive
X-men 2 was an awesome sequel,1.0,Positive
"I watched this movie with my wife, and this is THE worst movie I’ve ever seen in my life I went through a litany of negative emotions just for the fact that my time was wasted and I actually payed money to see that pile of crap.",-0.45999999999999996,Negative
“Well the short answer is the movie sucks” thanks Matt 🤣😂😂🤣😂,-0.033333333333333326,Negative
Don&#39;t you have any conspiracy theories to spread? Since when are you Roger Ebert?,0.0,Neutral
The trailer was enough for me to take a hard pass.,-0.14583333333333334,Negative
"I watched Matt Walsh&#39;s movie, same reaction.",0.0,Neutral
"Honestly it didn&#39;t need a sequel, the original movie was perfectly self contained.",0.6583333333333333,Positive
Total cultural penetration? 😮That sounds like a Diddy party.,0.05,Positive
I guess the powers that be finally got some dirt on Todd Phillips and took away all his creative rights on this film.,0.25,Positive
"Terminator 2, Aliens. Both fantastic sequels, not sure if they were written at the same time as the first films.",0.1,Positive
Quick correction: The Godfather Part II was not planned from the start.  Producers wanted it.,0.3333333333333333,Positive
fans of the first film? sounds like a harris voter story. <br>oh wow the polls are banging,0.175,Positive
Not a thing going on with Donald Trump today? Let&#39;s listen to Matt Walsh piss on on movie that he didn&#39;t make.,0.0,Neutral
James Cameron is the only director who has been able to break the non-intended sequel rule. Aliens and T2 were only conceived after the first ones became classics.,0.1875,Positive
"The only good, unplanned sequel is Ace Ventura 2. While it does repeat many of the jokes of the original, it&#39;s a very funny movie and has some legendary scenes. It&#39;s one of the, if not THE best comedy sequels of all time.",0.5571428571428572,Positive
They panicked when they realized they made a movie that made people sympathetic to men&#39;s real world struggle Hence the character assassination.,0.35,Positive
"Hector is going to be running 3 Honda Civics with spoon engines. And on top of that he just came into Harry&#39;s and he ordered 3 T66 turbos, with NOS, and a Motec system exhaust.",0.5,Positive
"Matt, I’ve been watching for a while and I find myself agreeing with you 99.9% of the time……….wait……what?…….have I become my Dad?! I have to see “Am I a Racist?” I’ll be back in touch. Thanks. SR",0.1,Positive
well maybe the real return will be off the bad reviews off youtube,-0.24999999999999992,Negative
"If they wanted to do a sequel why the hell not just tell the story of the Joker breaking out of the insane asylum and going on a rampage, terrorizing gotham? Makes zero sense to make it so complicated and shitty, haha.",-0.43333333333333335,Negative
City slickers 2,0.0,Neutral
They could have stopped making movies in the year 2000 and I would still have had a lifetime of movies to watch.  I won&#39;t live long enough to see all the good and the great movies that were made in the 20th Century.  You know the classics but every single year from the advent of the talkies there have been a number of good movies made.  Having seen &quot;It Happened One Night&quot; doesn&#39;t mean you&#39;ve seen all the good movies that were made in 1934.  Having seen &quot;The Bridge on the River Kwai&quot; doesn&#39;t mean you&#39;ve seen all the good movies from 1958.<br><br>So it&#39;s almost irrelevant to me what Hollywood does today.  You mean their still making movies?  Oh.,0.15553107606679037,Positive
"I heard online that Joker is raped in the movie. I assumed that the movie ends with him being raped, because everyone says the ending is shocking and disgusting.<br><br>Imagine my surprise when I learn he&#39;s raped in the end of the second act by prison guards, and brutally stabbed to death in the end - and the stabber then slits his own face wide open like Heath Ledger&#39;s Joker in order to take upon the mantle, meaning the entire movie of Joker 1 and Joker 2 was to set up who the &quot;real&quot; Joker is / was.<br><br>Like... wow.",-0.159375,Negative
Sometimes an off the cuff sequel could be good.  Like if Matt Walsh or someone else did an <i>Am</i> <i>I</i> <i>Racist</i> <i>2</i> I&#39;d buy a ticket for sure.,0.6,Positive
How to describe people who worship villains characters in movies? <br>Duffy Duck would say “despicable “,0.0,Neutral
Let&#39;s compare this to another bad sequel. Smokey and The Bandit 2 has a Critics Rotten Tomatoes rating of 25% compared to 33% Joker 2. The budget of Smokey and The Bandit 2 was $17M and it earned $66M. The budget of Joker 2 is reported to be $200M. Why the HELL didn&#39;t they launch this into a Batman Movie that people would have enjoyed????,-0.09999999999999992,Negative
"People, do what I did. Demand something original from your filmmakers:  STOP paying to see prequels, sequels, remakes, reboots, and cookie-cutter superhero movies.",0.375,Positive
"You can&#39;t swing a stick without banging it into yet another superhero movie. About 14 years ago, I decided I would demand originality. No more would I pay to go see a prequel, sequel, remake, reboot or superhero movie. That means that some weeks only one movie qualifies, and some weeks none do. But my sanity has been saved.  I asked an independent filmmaker why it is that Hollywood keeps cranking out franchises only and are not interested in anything original. He said , &quot;Follow the money. A Studio is investing a few hundred million in a movie, that property has to have some recognition by the public. They&#39;re more interested in their profit line than in entertaining.  Thus, you get sequels and such, nothing original, nothing new, and utterly predictable. It&#39;s so bad, the only way they can HOPE to keep your attention is by having explosions every 44 seconds.  That may satisfy the X-box crowd, but not your general moviegoer.",0.03952020202020204,Positive
Go Woke Go Broke…,0.0,Neutral
I dont want to watch it. The first one resonated with me more than any other movie at the time. I was going through a divorce and addiction when it came out and i was so gone. But that hit home. Thats exactly how i felt. And it was great,0.335,Positive
"Maybe James Cameron should have done the Joker 2, he&#39;s good at sequels",0.7,Positive
"Ha, it’s amusing how Walsh has become a film connoisseur since he produced two of his own…",0.6,Positive
Empire strikes back.,0.0,Neutral
"Simple answer Todd Phillips hate comic books, he said it himself",-0.18333333333333335,Negative
Madness for two. It actually a real psychological disorder in which two unrelated people share the same disorder and symptoms,0.0,Neutral
Saw this previews when I went to watch Matt Walsh’s movie. Knew I wouldn’t be seeing that sick movie.,-0.7142857142857143,Negative
"Ive heard it sucked bad. Ill watch the 1st one again instead,  save me from wasting my time on this one.",-0.5999999999999999,Negative
Lady Gaga as the &quot;love interest&quot;.<br>Big mistake from the jump.<br>She looks and acts like your crackhead cousin nobody in the family talks about.,0.0,Neutral
"Aliens, Terminator 2, Wrath of Kahn, and Empire Strikes Back were not planned and arguably are better than the first movies.",0.25,Positive
So sorry for Joaquín to be put in the position of acting alongside such a mediocre person as Germanotta. She’s the reason it flopped; everything this fake actress wannabe touches turns to 💩.,-0.3,Negative
"I think Dark Knight is an exception to that sequel rule. I&#39;m pretty sure Christopher Nolan said it himself that he intentionally didn&#39;t want to think about a sequel. And it was his first time directing a major motion picture, so I understand why he wouldn&#39;t want to think that far down the line before nailing the first movie.",0.13836805555555554,Positive
I actually hated the first one. Just couldn’t take all the glorified killing and turned it off.,-0.325,Negative
Joaquin is a hair lipped reminder of what could have been.,0.0,Neutral
Art is dead. Postmodernism killed it.,-0.2,Negative
I didn&#39;t even know they made a sequel until today. Definitely not interested,-0.125,Negative
shrek 2 is the good sequel,0.7,Positive
"I really liked the movie. And I think there was a lot to read in it, especially in the musical scenes and the courtroom scenes that people keep saying add nothing, I didn&#39;t think that at all, it&#39;s just you need to read the situation of the moments closer.<br><br>Now of course the first Joker had a rawness to it, and very dynamic with lots of things happening and interesting locations, and had a very emotional and ironic ending where Arthur finds the notoriety he wanted but only in completely losing himself. It was a really good movie... but had it&#39;s silly moments too, it wasn&#39;t a perfect movie. Neither was this sequel, especially since it&#39;s minimal location settings didn&#39;t make it feel like a bigger movie, which sequels usually are supposed to be. But I think the sequel&#39;s depiction of society on entertainment and media figures is so spot on: it&#39;s too much if you make it your entire identity, or combine it to be a political expression.<br><br>I don&#39;t think the film is a direct criticism to fans of the first film. That&#39;s too easy. It&#39;s definitely about how people want media figures in general to conform to what they desire, and you see that being done by multiple characters towards Arthur in the sequel. And Arthur is so desperate for attention that he&#39;ll do what he&#39;s told, but the moment he truly finds freedom, and that&#39;s in recognizing his wrongs and owning up to his faults, he loses the hearts of everyone who aren&#39;t willing to do the same. So they&#39;ll follow the next bloke who takes Arthur&#39;s place, because that&#39;s what happens: someone crazier on the internet does something silly and now they&#39;re the flavour of the month because they&#39;ll do what others wouldn&#39;t. The movie is a lot more thoughtful than what people take it for. It&#39;s not as whimsical for a musical ON PURPOSE, it&#39;s not romantic with Harley Quinn ON PURPOSE. I think it&#39;s decisions were thought out well and not a failed attempt at anything.<br><br>....... And the soundtrack is awesome.",0.10341880341880341,Positive
Robocop 2,0.0,Neutral
I have ZERO interest in modern movies,0.2,Positive
Joker 2 is a movie made about how dumb and evil fans of the first film are.,-0.375,Negative
They don&#39;t care if it&#39;s a flop. It&#39;s worth it to undo everything the first movie represented and did. It was made out of spite towards the first movie&#39;s audience.,0.26666666666666666,Positive
Terminator 2.  Temple of doom.  Empire strikes back. Etc.,0.0,Neutral
"Half that for marketing, not double",-0.08333333333333333,Negative
Joker 1 and 2 are really fine emblems of the degeneration of the film industry.,0.4166666666666667,Positive
"Go woke go broke, haha suck it hollywood.",0.2,Positive
The director was mad because the wrong people enjoyed the first movie. So he made sure no one would like the sequel.,0.025,Positive
"exception.  The Road Warrior, the second Mad Max film.  Mad Max was never meant to be a &quot;universe&quot;.   Joker 2 sucked either way, and I loved the first one.",-0.06000000000000001,Negative
We need more Matt movie reviews,0.5,Positive
I’m very glad it’s failing so hard. Stop making shitty sequels,0.17916666666666667,Positive
"They did this on purpose just to destroy the name, they were pissed off at the success of Joker.",0.04999999999999999,Positive
The Empire Strikes Back? It was the best sequel.,0.5,Positive
Empire Strikes Back,0.0,Neutral
Gaga is a talentless puff of vapor🤷‍♂️ she’s just un likable,0.5,Positive
Jaws 2,0.0,Neutral
Terminator 2,0.0,Neutral
Lazy writing and and lack of creativity has killed entertainment,-0.225,Negative
JOKER 2 FAILURE hhhhhhhhhhaaaaa,-0.3166666666666667,Negative
Lady Gaga is a death sentence.,0.0,Neutral
I didn&#39;t think anyone still went to the movies,0.0,Neutral
"Aliens, Indiana Jones Last Crusade, Terminator 2… all excellent unplanned sequels.",0.5,Positive
the exception to the rule is Aliens. Alien was a hit and they said hey! lets make another. good thing james cameron was there to make it.,0.19374999999999998,Positive
I wish Matt would do his show with the man bun and sport jacket.,0.0,Neutral
119 what excuses moi,0.0,Neutral
"Caesar Remaro is the only Joker, Phoenix dude is weird. Also Havre Bardem, not a fan of either",-0.25,Negative
How could a musical not be a big hit?,0.0,Neutral
"Batman is so over-done, Joker as well, Make something new!",0.17045454545454544,Positive
I didn’t like the first one either. I can’t stand  Joaquin Phoenix.  Ever  since he  pretended to have mental illness for an entire year and then said “just kidding” I can hardly stand to see his face.,-0.03541666666666667,Negative
As soon as you said Lady Gaga 🙄 I was in total agreement with you about the movie sucking she is a total joke,0.0,Neutral
"I barely like the first joker movie ( I know I’m in the minority here ) then they made the second one into a musical, I’m not a fan of musicals .",0.075,Positive
Lot of great nonplanned/original sequels but I do agree most are soulless cash grabs.,0.65,Positive
Legit the first Matt Walsh anything I ever watched… You’re insight may be correct sir and my day is ruined. I wanted this to be good so bad.,0.08333333333333337,Positive
Joker 2: Fully a Dud,0.0,Neutral
Joker 2: Fully a Doo,0.0,Neutral
I wouldn’t even watch that drivel for free,0.4,Positive
"&quot;Godfather, Part II&quot; is AT LEAST as great a story as, The Godfather.&quot;",0.25,Positive
T2 bruh,0.0,Neutral
“cultural penetration”,0.1,Positive
Even if it’s a great movie I still would pay to see it. I loathe Gaga and most actors today. Hollywood corrupts minds. Boycott Hollywood garbage,0.65,Positive
"If they were trying to make the joker franchise a joke, they succeeded",0.0,Neutral
Joker...drops a deuce.,0.0,Neutral
"Both Joker films are brilliant. The “fanboys” don’t get and I guess you, might be a blind one too. Not seeing the brilliance of this masterful sequel proves, to me, that you may not be a total brilliant commentator after all. Like you I’m a conservative and I’ve enjoyed you up to this point. A disagreement regarding Todd Phillips breakthrough film. Hollywood needs dramas on this scale than whatever you think passes for cinema in these times. For me it goes beyond what is expected from the house nerds and maybe you. Todd Phillips, like Kubrick and all the pre 1980s new wave directors get it. You unfortunately don’t. It’s sad because I have immense appreciation of your droll humor against the current liberal Hollywood products and current liberal media machines. I will go see your film tomorrow and I faithfully hope to enjoy it. And I’m sure I will. But you are completely wrong about this film.",0.14919786096256682,Positive
"Sequels capitalizing from success that were not  planned from the beginning and have no real continuation to the plot of the first story: 1) All the Jurassic movies 2) All the Toy Story Movies 3) The Frozen movies 4) The Alien movies 5) Finding Dory 6) Inside Out 7) Beetlejuice.... I mean, could go on but...",-0.02250000000000001,Negative
"Yo Matt Walsh, your editor hates you with these shitty thumbnails",0.0,Neutral
Aliens 2...much better than the first. Making an edit...Terminator 2 (as seen below) was also awesome.,0.5833333333333334,Positive
Terminator 2 is my sequel favorite!,0.625,Positive
Lol I knew it and I haven’t even watched it. They blew it by adding an insane woman with   him 🤣,-0.09999999999999998,Negative
"I can hardly wait for Matt’s comments about “Conclave.” 😑 Still feeling battered by the Olympics in Paris, I have no plans to see “Conclave.” Instead, I might watch “Two Popes” for the third time. At least it was intellectually stimulating and also respectful.",0.041666666666666664,Positive
Top gun Maverick,0.5,Positive
"Why is everyone missing the elephant in the room????? Why ONLY made this as a cash grab after the success of the first one... BUT they made THIS! A movie sure to lose money!!!!!!!! It makes ZERO sense, even if they made this to spite the audience, they did it just to lose money?????? It&#39;s bizarre.",0.3020833333333333,Positive
All Walsh thumbnails have him looking like he&#39;s stoned and thinking about what he wants to eat,0.2,Positive
This was hard to sit through. I knew it was a ‘musical’ but geez. Couldn’t stop looking at my watch.,-0.14583333333333334,Negative
"Aliens 2, The Dark Knight, Terminator 2, Top Gun Maverick… there are many successful sequels.. but most often they fail miserably!",0.08571428571428573,Positive
Terminator 2 and Alien 2 [Aliens] I believe those were two unplanned sequels.,-0.25,Negative
All the star trek movies are Rubbish 😳🏴󠁧󠁢󠁳󠁣󠁴󠁿,0.0,Neutral
Home alone 2 might be better than the first….thats it,0.5,Positive
Some useless bean counter actually thought Gaga would be a better Quinn than Margot Robbie. Seriously.,-0.08333333333333333,Negative
The best review I heard that shared everyone&#39;s sentiment was: &quot;I&#39;m tired of Harley Quinn now.&quot;,0.3,Positive
My perspective is don&#39;t ever see the first movie so you won&#39;t be disappointed by the sequel.,-0.25,Negative
"Wrecking your career to make a FU movie towards the people that helped build your career by buying your product makes about as much sense and is as effective as the idiots smashing up their Harley Davidsons  because the company went “woke”.  <br><br>It’s self immolation and stupidity that doesn’t affect the target of your rage one bit,  they already got what they wanted.",-0.15,Negative
Neither your review nor opinion matter an iota. What matters is box office. And by that measure it&#39;s a massive flop. It&#39;s not complicated. It&#39;s basic economics.,0.08333333333333333,Positive
Rocky 2 is an exception that has been considered better than the 1st to some or many but yes usually the sequel is not as good,0.3625,Positive
"2 sequels that I think of that were great that weren&#39;t planned are Aliens and Terminator 2: Judgement Day. Those, I don&#39;t think we&#39;re planned, but they are just incredible!",0.9,Positive
Joker 2: Totally Boo,0.0,Neutral
Ahh you must have never seen hot tub Time Machine. 2,0.25,Positive
👋 honest question…. Does Lady Ga Ga have yonder lady bits or man flaps?,0.6,Positive
All of the Joker movies are trash. The guy is an idiot. The whole storyline is ridiculous. They need to give up these damn superheroes and super villains. They need to start making decent films and not CGI crash scenes. I knew it would be a trash film just because it had lady gag gag in it. She is Queen trailer trash. I wouldn&#39;t watch this movie if I was payed.,-0.0866666666666667,Negative
Wow what a shocker when the first one with JP was horrible...,-0.21666666666666667,Negative
Actually…Weekend at Bernie’s 2 was an unplanned sequel that topped the performance of the original movie which was an unexpected hit…,0.2375,Positive
We need “what is a women….folie deux”,0.0,Neutral
The other joker sucked,-0.125,Negative
"Top Gun: Maverick was great, don&#39;t think it was planned at the time. But generally speaking I agree that those types of sequels do stink.",0.45,Positive
A few hours after I eat Taco Bell is never a good sequel.,-0.275,Negative
I think you&#39;re the first person to distinguish between planned sequels versus unplanned sequels in terms of quality!,0.3125,Positive
The only unplanned sequel movie I’ll vouch for is Shrek 2,0.0,Neutral
hollywood is very jewish,0.0,Neutral
"Not calling it art or a master piece, but Terminator 2 was a better version of the original.  The machine learns to be human and becomes a father John Conner didn&#39;t have.  Good for a sequel.",0.39375,Positive
"I paid 39 dollars for two tickets, large popcorn 1 soda to see Matt&#39;s Am I racist movie. I wanted to pay that money. I could have not and waited, but I did, but with Joker 2. I will evoke my White Privilege and yes that means I will get to see Joker 2 for free, with movie quality popcorn. I&#39;ll show up at the theater, flash my White Card with premium membership privileges and score the free eats and tickets. The real question is will I spend 2 hours of my life seeing it? On the plus side I do earn points on my white privilege membership card, but I also saw Beetlejuice, not like I need the points right now",0.1875,Positive
Joker 2: Folie-a-don&#39;t.,0.0,Neutral
"There’s a new Joker? <br>I really didn’t know that. I guess I must be cooler than Walsh.<br>You know, Walsh doesn’t strike me as a guy that would give crap about reviewing a movie. Gotta get those views though.",-0.15454545454545457,Negative
"It&#39;s a musical, not a movie.",0.0,Neutral
"1b - 40m is not more than double, more than 20x",0.08333333333333333,Positive
WATCH TERRIFIER 3 😁,0.0,Neutral
"Lady Gaga can’t act.  Put bad actors in a movie, it’s gonna stink.",-0.6999999999999998,Negative
This sucks! I was looking forward to seeing Joker 2 for months and then I come to find out it was garbage?,-0.375,Negative
"Alien -&gt; Aliens = a sequel that matches and/or exceeds success of the original. Of course, this was done by bringing on a new director with a new vision, and shifting genres. However Folly a Deux was a shift in genre too, just an uninspired one.",0.03295454545454544,Positive
I don&#39;t think terminator 2 was planned,0.0,Neutral
The first one was enough.  There was no demand for this film.,0.125,Positive
More like “Folly part Deux”,0.5,Positive
So who needs or asked for a musical Joker? I would think that the character&#39;s native eccentricities are rich enough material for any number of non-musical films...,0.125,Positive
I remember Matt Walsh raving about A Quiet Place 2 being even better than the first,0.25,Positive
"The Joker was an excellent movie, but the liberal woke critics hated it because it was sympathetic to young males who weren&#39;t integrated into wokeness, but had problems enough of their own. So I suppose the sequel is an ass-kissing attempt to get back in the critics&#39; woke graces -- but I&#39;ll never know for sure, because I&#39;ll never see the sequel.",0.22499999999999998,Positive
Everybody didn&#39;t want to make it. They offered so much money nobody could say no.<br>So they took the lead from Matrix Resurrections and did the exact same thing.,0.15,Positive
"Evil cannot create anything new, they can only corrupt and ruin what good forces have invented or made.",-0.13272727272727275,Negative
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=167"">2:47</a> &quot;Sequels that were not planned [...] are terrible in literally ever case.&quot;  False Matt, false!  <b><i>Aliens</i></b> (1986) is the sequel to <b><i>Alien</i></b> (1979) and it&#39;s better in every way. I am prepared to die on this hill.",-0.3500000000000001,Negative
It was terrible,-1.0,Negative
"This joker 2 sequel seems like it could have been a no brainer, picking up where it left off in the original.  Arthur Fleck continues down his path of madness and his war against society until he fully becomes the joker.  It could have been a home run but instead, they make some lazy musical that pisses every one off.  Why did Phoenix even agree to do this?",-0.0061111111111111175,Negative
Geez you are boring. Like yeah I get it but now you&#39;re a film critic?,-1.0,Negative
Joker 2 was a success if they&#39;re trying to ruin movies and I feel like they are.,0.3,Positive
"Matt, if there is any talent/intelligence remaining in the entertainment industry it must come forward Now - otherwise the online world will rise to the future.",0.0,Neutral
Thank you for saving me money and 2 hours. This movie sounds like hot garbage.,0.25,Positive
"This movie was made for people who hated the first one, who were never going to see the sequel anyways",-0.325,Negative
Mad Max 2 Road Warrior…classic,-0.625,Negative
"It&#39;s a conspiracy, and I mean that in all seriousness, believe it or not. They have to make every white hero , anti hero , or cool villain that white men resonate with either gay or weak. It&#39;s not by accident and it&#39;s not a coincidence. White military age men are the biggest threat so Hollywood has been trying to castrate them in entertainment. Soy is being pushed to us. Only group with a gag order on social media. Joker 2 is just one little part of this game plan. With that said look at me and tell me it&#39;s all just a weird coincidence and I&#39;ll look at you like the idiot that you are.",-0.13392857142857145,Negative
The first one sucked... This one must be total garbage,0.125,Positive
Richard III was a sequel to Shakespeare&#39;s Henry VI trilogy.,0.0,Neutral
I get the distinct feeling that Hollywood film makers are more interested in their message than they are in film.,0.35000000000000003,Positive
I Watched The New Joker And Here’s My Honest Review - You have my sympathies.Thankful I had no idea it was coming out. 😂,0.36818181818181817,Positive
"Not to be snarky, but three sequels that were arguably better or of the same quality as the original movie: aliens, road warrior, second terminator movie.",0.21875,Positive
The exception to the rule is blade runner 2049,0.0,Neutral
So every single second of the movie sucked? Really? I find that hard to believe. Even crappy movies have a moment or two that are good.,0.10738095238095238,Positive
Lol. They made it a musical...,0.4,Positive
Ah man did  it sucked lol.hour n half my life ill never get back!,-0.2222222222222222,Negative
"My son and I saw the movie last Sunday.  I don&#39;t like DEI and Wokeness, and I&#39;m not a big fan of DC Comics.  Every YT channel addressing this movie is trashing it.  I get it.  My son didn&#39;t like it.  Understand.  I didn&#39;t love the movie, but I thought it was worth seeing.  Not a fan of Lady Gaga, but between her singing and Joaquin&#39;s efforts, they told a story.  Yeah, maybe it didn&#39;t align with the 2019 characters.  You can down-vote me all you want; I&#39;ll wear those as badges of honor.  Open your minds.  Explore the space.",0.16,Positive
"The first one was not original either, rather a virtual remake of Taxi Driver and Kings of Comedy a Scorsese movie mashup this one was hilariously changed into a musical which alienated the core audience intentionally. <br><br>You should have gone to the new Matt Walsh movie instead",0.13977272727272727,Positive
My theory is that Joaquin Phoenix unintentionally sabotaged Phillips&#39; vision for the first Joker. And the result was a far better movie than the one Phillips was trying to make. Phoenix does have that level of talent. And what was Phillips supposed to do? Complain about it? He clearly was trying to repudiate his own movie with the second one.<br><br>There just appears to be a lot of people in Hollywood who are far more enamored with themselves than they ought to be. I suppose success in that sort of industry could tend to cause such an attitude.,0.24499999999999997,Positive
"Thanks for taking the hit, Matt. Hollywood is evil. I wasn&#39;t going to see it but my wife was hinting she wanted to so this definitely helps my cause. Appreciate it 🙏",-0.26666666666666666,Negative
Probably the greatest example of a sequel that wasnt planned that exceeded the first movie comes from non other than star wars empire strikes back. Better in every way. But i admit they are rare,0.32083333333333336,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=210"">3:30</a> &quot;A Distant Thunder&quot; by Mark IV films is vastly superior to &quot;A Thief in the Night&quot;",0.3,Positive
"I was excited to hear that they were doing a sequel.  Once I heard it was a musical, I was out.",0.1875,Positive
Can’t stand her 🤢🤢 right there it’s going to tank.,0.2857142857142857,Positive
"I won&#39;t watch it just cause whatever her face is harley. Wow, after hearing the movie plot that is terrible, they couldnt come up with something better than that? Pathetic.",-0.35,Negative
It&#39;s not that bad. It&#39;s too clever. A giant middle finger to the Hollywood machine. Good for Phoebix and Philips. 👍,0.03333333333333335,Positive
"I havent seen it yet, probably wont, but i dont mind the ending, it nods to me that joker is an archetype not a person and that makes him that much more terrifying. I don&#39;t think it is aimed at those who loved the first film, but that joker can exist anywhere, any time, any place, and this fits with joker as a psychological archetype of pure chaos. And that if society abandons people they manufacture jokers - I like it :)",0.16632653061224487,Positive
"Not a movie, but Street Fighter 2 was better than Street Fighter 1. :)",0.5,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=183"">3:03</a> Puss in Boots: The Last Wish",0.0,Neutral
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=166"">2:46</a> I can think of at least 2: Aliens, Terminator 2",-0.3,Negative
"The only way for this movie to do good was to make the Joker more crazy, which you would think could be a possibility with injecting Harley Quinn in the film,  pushing the Joker to go deeper into his Joker personality. They could have let the Joker embrace his role, escape with the help of Harley Quinn, killing a few people along the way and disappear into the night as they cause chaos, thus setting it up for a third movie where they could bring in the new Batman to make a crazy third-movie climax. <br><br>But, no. Nothing happened. They had the Joker rejecting his crazy Joker personality. It led nowhere. Just some songs. So anticlimactic and boring. The irony is that in the movie even Harley Quinn was pissed off that nothing happened and that he fell in love and did not want to be the Joker anymore.",-0.10578512396694215,Negative
Matt should direct the next Marvel movie.,0.05,Positive
Have not been to the movies in 25 years. No TV or cable in 10 years. Seen a &#39;&#39;commercial&#39;&#39; at a store and it was nauseating .,0.0,Neutral
"&quot;Clerks&quot; was such a great movie, that I have never watched the sequel exactly for this reason.",0.35000000000000003,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=180"">3:00</a> Aliens is an exception to the rule.",0.0,Neutral
"I think it was a hit piece designed to 💩 on fans for liking Joker. I&#39;ve been saying this about a lot of movies, (including The Crow remake) but  m a r x i s m  seeks to make all art ugly, boring, drab, etc. to extinguish the spirit. If good things happen, it&#39;s by accident.",-0.3333333333333333,Negative
"Both Empire Strikes Back and Terminator 2 are examples of sequels that were better than the first. Just saying, it happens.",0.25,Positive
DONT TRUST ACTORS TO TAKE OVER THE PRODUCERS JOB. 🤡 that’s on the director and higher ups for listening to Gaga. She should have been fired the MOMENT she started complaining about the script.,0.25,Positive
"Im still boycott Hollywood due to Will Smith incident....never did watch the Grammys much after the 90s ..but after his little stunt any purchase for a movie ticket will be heavily scrutinized.   it&#39;s eventually going to be available streaming within 2 weeks depending on the review..I spent money on a pretty good home theater system as well.   So if I want that true movie theater experience, it&#39;s most likely going to be a high impact film that warrants it",0.16229166666666667,Positive
